CARD SET,CARD NUMBER,ATHLETE,TEAM,SEQUENCE
Base Blue Laser,4,Bridget Carleton,Minnesota Lynx,49
Base Blue Laser,5,Haley Jones,Atlanta Dream,49
Base Blue Laser,6,Kia Nurse,Chicago Sky,49
Base Blue Laser,7,Leonie Fiebich,New York Liberty,49
Base Blue Laser,8,Natasha Cloud,New York Liberty,49
Base Blue Laser,9,Sydney Colson,Indiana Fever,49
Base Blue Laser,10,Alyssa Thomas,Phoenix Mercury,49
Base Blue Laser,11,Nneka Ogwumike,Seattle Storm,49
Base Blue Laser,12,Kelsey Plum,Los Angeles Sparks,49
Base Blue Laser,13,Marina Mabrey,Connecticut Sun,49
Base Blue Laser,14,Diana Taurasi,Phoenix Mercury,49
Base Blue Laser,15,Jordan Horston,Seattle Storm,49
Base Blue Laser,16,Aaliyah Edwards,Washington Mystics,49
Base Blue Laser,17,Diamond Miller,Minnesota Lynx,49
Base Blue Laser,18,Jordin Canada,Atlanta Dream,49
Base Blue Laser,19,Kelsey Mitchell,Indiana Fever,49
Base Blue Laser,20,Maddy Siegrist,Dallas Wings,49
Base Blue Laser,21,Veronica Burton,Golden State Valkyries,49
Base Blue Laser,22,Shakira Austin,Washington Mystics,49
Base Blue Laser,23,Jewell Loyd,Las Vegas Aces,49
Base Blue Laser,24,Sophie Cunningham,Indiana Fever,49
Base Blue Laser,25,Napheesa Collier,Minnesota Lynx,49
Base Blue Laser,26,Skylar Diggins,Seattle Storm,49
Base Blue Laser,27,DiJonai Carrington,Dallas Wings,49
Base Blue Laser,28,Kayla McBride,Minnesota Lynx,49
Base Blue Laser,29,Julie Vanloo,Golden State Valkyries,49
Base Blue Laser,30,Stefanie Dolson,Washington Mystics,49
Base Blue Laser,31,Alissa Pili,Minnesota Lynx,49
Base Blue Laser,32,Kamilla Cardoso,Chicago Sky,49
Base Blue Laser,33,Jacy Sheldon,Connecticut Sun,49
Base Blue Laser,34,Courtney Vandersloot,Chicago Sky,49
Base Blue Laser,35,Dorka Juhasz,Minnesota Lynx,49
Base Blue Laser,36,Megan Gustafson,Las Vegas Aces,49
Base Blue Laser,37,Dana Evans,Las Vegas Aces,49
Base Blue Laser,38,Chelsea Gray,Las Vegas Aces,49
Base Blue Laser,39,Arike Ogunbowale,Dallas Wings,49
Base Blue Laser,40,Kayla Thornton,Golden State Valkyries,49
Base Blue Laser,41,Brittney Sykes,Washington Mystics,49
Base Blue Laser,42,Aerial Powers,Atlanta Dream,49
Base Blue Laser,43,Dearica Hamby,Los Angeles Sparks,49
Base Blue Laser,44,DeWanna Bonner,Indiana Fever,49
Base Blue Laser,45,Ezi Magbegor,Seattle Storm,49
Base Blue Laser,46,Monique Billings,Golden State Valkyries,49
Base Blue Laser,47,Caitlin Clark,Indiana Fever,49
Base Blue Laser,48,NaLyssa Smith,Dallas Wings,49
Base Blue Laser,49,Rickea Jackson,Los Angeles Sparks,49
Base Blue Laser,50,Karlie Samuelson,Minnesota Lynx,49
Base Blue Laser,51,Kahleah Copper,Phoenix Mercury,49
Base Blue Laser,52,Tina Charles,Connecticut Sun,49
Base Blue Laser,53,Katie Lou Samuelson,Seattle Storm,49
Base Blue Laser,54,Kate Martin,Golden State Valkyries,49
Base Blue Laser,55,Satou Sabally,Phoenix Mercury,49
Base Blue Laser,56,Allisha Gray,Atlanta Dream,49
Base Blue Laser,57,Teaira McCowan,Dallas Wings,49
Base Blue Laser,58,Temi Fagbenle,Golden State Valkyries,49
Base Blue Laser,59,Betnijah Laney-Hamilton,New York Liberty,49
Base Blue Laser,60,Jackie Young,Las Vegas Aces,49
Base Blue Laser,61,Alysha Clark,Seattle Storm,49
Base Blue Laser,62,Brittney Griner,Atlanta Dream,49
Base Blue Laser,63,Breanna Stewart,New York Liberty,49
Base Blue Laser,64,Brionna Jones,Atlanta Dream,49
Base Blue Laser,65,Myisha Hines-Allen,Dallas Wings,49
Base Blue Laser,66,Elizabeth Kitley,Las Vegas Aces,49
Base Blue Laser,67,Nyara Sabally,New York Liberty,49
Base Blue Laser,68,Alanna Smith,Minnesota Lynx,49
Base Blue Laser,69,Zia Cooke,Seattle Storm,49
Base Blue Laser,70,Courtney Williams,Minnesota Lynx,49
Base Blue Laser,71,Angel Reese,Chicago Sky,49
Base Blue Laser,72,Natisha Hiedeman,Minnesota Lynx,49
Base Blue Laser,73,Rhyne Howard,Atlanta Dream,49
Base Blue Laser,74,Ariel Atkins,Chicago Sky,49
Base Blue Laser,75,Gabby Williams,Seattle Storm,49
Base Blue Laser,76,Rebecca Allen,Chicago Sky,49
Base Blue Laser,77,Jonquel Jones,New York Liberty,49
Base Blue Laser,78,Celeste Taylor,Phoenix Mercury,49
Base Blue Laser,79,Marine Johannes,New York Liberty,49
Base Blue Laser,80,Erica Wheeler,Seattle Storm,49
Base Blue Laser,81,Nika Muhl,Seattle Storm,49
Base Blue Laser,82,A'ja Wilson,Las Vegas Aces,49
Base Blue Laser,83,Sabrina Ionescu,New York Liberty,49
Base Blue Laser,84,Kalani Brown,Phoenix Mercury,49
Base Blue Laser,85,Lexie Hull,Indiana Fever,49
Base Blue Shimmer,1,Aliyah Boston,Indiana Fever,49
Base Blue Shimmer,2,Cameron Brink,Los Angeles Sparks,49
Base Blue Shimmer,3,Sami Whitcomb,Phoenix Mercury,49
Base Blue Shimmer,4,Bridget Carleton,Minnesota Lynx,49
Base Blue Shimmer,5,Haley Jones,Atlanta Dream,49
Base Blue Shimmer,6,Kia Nurse,Chicago Sky,49
Base Blue Shimmer,7,Leonie Fiebich,New York Liberty,49
Base Blue Shimmer,8,Natasha Cloud,New York Liberty,49
Base Blue Shimmer,9,Sydney Colson,Indiana Fever,49
Base Blue Shimmer,10,Alyssa Thomas,Phoenix Mercury,49
Base Blue Shimmer,11,Nneka Ogwumike,Seattle Storm,49
Base Blue Shimmer,12,Kelsey Plum,Los Angeles Sparks,49
Base Blue Shimmer,13,Marina Mabrey,Connecticut Sun,49
Base Blue Shimmer,14,Diana Taurasi,Phoenix Mercury,49
Base Blue Shimmer,15,Jordan Horston,Seattle Storm,49
Base Blue Shimmer,16,Aaliyah Edwards,Washington Mystics,49
Base Blue Shimmer,17,Diamond Miller,Minnesota Lynx,49
Base Blue Shimmer,18,Jordin Canada,Atlanta Dream,49
Base Blue Shimmer,19,Kelsey Mitchell,Indiana Fever,49
Base Blue Shimmer,20,Maddy Siegrist,Dallas Wings,49
Base Blue Shimmer,21,Veronica Burton,Golden State Valkyries,49
Base Blue Shimmer,22,Shakira Austin,Washington Mystics,49
Base Blue Shimmer,23,Jewell Loyd,Las Vegas Aces,49
Base Blue Shimmer,24,Sophie Cunningham,Indiana Fever,49
Base Blue Shimmer,25,Napheesa Collier,Minnesota Lynx,49
Base Blue Shimmer,26,Skylar Diggins,Seattle Storm,49
Base Blue Shimmer,27,DiJonai Carrington,Dallas Wings,49
Base Blue Shimmer,28,Kayla McBride,Minnesota Lynx,49
Base Blue Shimmer,29,Julie Vanloo,Golden State Valkyries,49
Base Blue Shimmer,30,Stefanie Dolson,Washington Mystics,49
Base Blue Shimmer,31,Alissa Pili,Minnesota Lynx,49
Base Blue Shimmer,32,Kamilla Cardoso,Chicago Sky,49
Base Blue Shimmer,33,Jacy Sheldon,Connecticut Sun,49
Base Blue Shimmer,34,Courtney Vandersloot,Chicago Sky,49
Base Blue Shimmer,35,Dorka Juhasz,Minnesota Lynx,49
Base Blue Shimmer,36,Megan Gustafson,Las Vegas Aces,49
Base Blue Shimmer,37,Dana Evans,Las Vegas Aces,49
Base Blue Shimmer,38,Chelsea Gray,Las Vegas Aces,49
Base Blue Shimmer,39,Arike Ogunbowale,Dallas Wings,49
Base Blue Shimmer,40,Kayla Thornton,Golden State Valkyries,49
Base Blue Shimmer,41,Brittney Sykes,Washington Mystics,49
Base Blue Shimmer,42,Aerial Powers,Atlanta Dream,49
Base Blue Shimmer,43,Dearica Hamby,Los Angeles Sparks,49
Base Blue Shimmer,44,DeWanna Bonner,Indiana Fever,49
Base Blue Shimmer,45,Ezi Magbegor,Seattle Storm,49
Base Blue Shimmer,46,Monique Billings,Golden State Valkyries,49
Base Blue Shimmer,47,Caitlin Clark,Indiana Fever,49
Base Blue Shimmer,48,NaLyssa Smith,Dallas Wings,49
Base Blue Shimmer,49,Rickea Jackson,Los Angeles Sparks,49
Base Blue Shimmer,50,Karlie Samuelson,Minnesota Lynx,49
Base Blue Shimmer,51,Kahleah Copper,Phoenix Mercury,49
Base Blue Shimmer,52,Tina Charles,Connecticut Sun,49
Base Blue Shimmer,53,Katie Lou Samuelson,Seattle Storm,49
Base Blue Shimmer,54,Kate Martin,Golden State Valkyries,49
Base Blue Shimmer,55,Satou Sabally,Phoenix Mercury,49
Base Blue Shimmer,56,Allisha Gray,Atlanta Dream,49
Base Blue Shimmer,57,Teaira McCowan,Dallas Wings,49
Base Blue Shimmer,58,Temi Fagbenle,Golden State Valkyries,49
Base Blue Shimmer,59,Betnijah Laney-Hamilton,New York Liberty,49
Base Blue Shimmer,60,Jackie Young,Las Vegas Aces,49
Base Blue Shimmer,61,Alysha Clark,Seattle Storm,49
Base Blue Shimmer,62,Brittney Griner,Atlanta Dream,49
Base Blue Shimmer,63,Breanna Stewart,New York Liberty,49
Base Blue Shimmer,64,Brionna Jones,Atlanta Dream,49
Base Blue Shimmer,65,Myisha Hines-Allen,Dallas Wings,49
Base Blue Shimmer,66,Elizabeth Kitley,Las Vegas Aces,49
Base Blue Shimmer,67,Nyara Sabally,New York Liberty,49
Base Blue Shimmer,68,Alanna Smith,Minnesota Lynx,49
Base Blue Shimmer,69,Zia Cooke,Seattle Storm,49
Base Blue Shimmer,70,Courtney Williams,Minnesota Lynx,49
Base Blue Shimmer,71,Angel Reese,Chicago Sky,49
Base Blue Shimmer,72,Natisha Hiedeman,Minnesota Lynx,49
Base Blue Shimmer,73,Rhyne Howard,Atlanta Dream,49
Base Blue Shimmer,74,Ariel Atkins,Chicago Sky,49
Base Blue Shimmer,75,Gabby Williams,Seattle Storm,49
Base Blue Shimmer,76,Rebecca Allen,Chicago Sky,49
Base Blue Shimmer,77,Jonquel Jones,New York Liberty,49
Base Blue Shimmer,78,Celeste Taylor,Phoenix Mercury,49
Base Blue Shimmer,79,Marine Johannes,New York Liberty,49
Base Blue Shimmer,80,Erica Wheeler,Seattle Storm,49
Base Blue Shimmer,81,Nika Muhl,Seattle Storm,49
Base Blue Shimmer,82,A'ja Wilson,Las Vegas Aces,49
Base Blue Shimmer,83,Sabrina Ionescu,New York Liberty,49
Base Blue Shimmer,84,Kalani Brown,Phoenix Mercury,49
Base Blue Shimmer,85,Lexie Hull,Indiana Fever,49
Base Cubic,1,Aliyah Boston,Indiana Fever,
Base Cubic,2,Cameron Brink,Los Angeles Sparks,
Base Cubic,3,Sami Whitcomb,Phoenix Mercury,
Base Cubic,4,Bridget Carleton,Minnesota Lynx,
Base Cubic,5,Haley Jones,Atlanta Dream,
Base Cubic,6,Kia Nurse,Chicago Sky,
Base Cubic,7,Leonie Fiebich,New York Liberty,
Base Cubic,8,Natasha Cloud,New York Liberty,
Base Cubic,9,Sydney Colson,Indiana Fever,
Base Cubic,10,Alyssa Thomas,Phoenix Mercury,
Base Cubic,11,Nneka Ogwumike,Seattle Storm,
Base Cubic,12,Kelsey Plum,Los Angeles Sparks,
Base Cubic,13,Marina Mabrey,Connecticut Sun,
Base Cubic,14,Diana Taurasi,Phoenix Mercury,
Base Cubic,15,Jordan Horston,Seattle Storm,
Base Cubic,16,Aaliyah Edwards,Washington Mystics,
Base Cubic,17,Diamond Miller,Minnesota Lynx,
Base Cubic,18,Jordin Canada,Atlanta Dream,
Base Cubic,19,Kelsey Mitchell,Indiana Fever,
Base Cubic,20,Maddy Siegrist,Dallas Wings,
Base Cubic,21,Veronica Burton,Golden State Valkyries,
Base Cubic,22,Shakira Austin,Washington Mystics,
Base Cubic,23,Jewell Loyd,Las Vegas Aces,
Base Cubic,24,Sophie Cunningham,Indiana Fever,
Base Cubic,25,Napheesa Collier,Minnesota Lynx,
Base Cubic,26,Skylar Diggins,Seattle Storm,
Base Cubic,27,DiJonai Carrington,Dallas Wings,
Base Cubic,28,Kayla McBride,Minnesota Lynx,
Base Cubic,29,Julie Vanloo,Golden State Valkyries,
Base Cubic,30,Stefanie Dolson,Washington Mystics,
Base Cubic,31,Alissa Pili,Minnesota Lynx,
Base Cubic,32,Kamilla Cardoso,Chicago Sky,
Base Cubic,33,Jacy Sheldon,Connecticut Sun,
Base Cubic,34,Courtney Vandersloot,Chicago Sky,
Base Cubic,35,Dorka Juhasz,Minnesota Lynx,
Base Cubic,36,Megan Gustafson,Las Vegas Aces,
Base Cubic,37,Dana Evans,Las Vegas Aces,
Base Cubic,38,Chelsea Gray,Las Vegas Aces,
Base Cubic,39,Arike Ogunbowale,Dallas Wings,
Base Cubic,40,Kayla Thornton,Golden State Valkyries,
Base Cubic,41,Brittney Sykes,Washington Mystics,
Base Cubic,42,Aerial Powers,Atlanta Dream,
Base Cubic,43,Dearica Hamby,Los Angeles Sparks,
Base Cubic,44,DeWanna Bonner,Indiana Fever,
Base Cubic,45,Ezi Magbegor,Seattle Storm,
Base Cubic,46,Monique Billings,Golden State Valkyries,
Base Cubic,47,Caitlin Clark,Indiana Fever,
Base Cubic,48,NaLyssa Smith,Dallas Wings,
Base Cubic,49,Rickea Jackson,Los Angeles Sparks,
Base Cubic,50,Karlie Samuelson,Minnesota Lynx,
Base Cubic,51,Kahleah Copper,Phoenix Mercury,
Base Cubic,52,Tina Charles,Connecticut Sun,
Base Cubic,53,Katie Lou Samuelson,Seattle Storm,
Base Cubic,54,Kate Martin,Golden State Valkyries,
Base Cubic,55,Satou Sabally,Phoenix Mercury,
Base Cubic,56,Allisha Gray,Atlanta Dream,
Base Cubic,57,Teaira McCowan,Dallas Wings,
Base Cubic,58,Temi Fagbenle,Golden State Valkyries,
Base Cubic,59,Betnijah Laney-Hamilton,New York Liberty,
Base Cubic,60,Jackie Young,Las Vegas Aces,
Base Cubic,61,Alysha Clark,Seattle Storm,
Base Cubic,62,Brittney Griner,Atlanta Dream,
Base Cubic,63,Breanna Stewart,New York Liberty,
Base Cubic,64,Brionna Jones,Atlanta Dream,
Base Cubic,65,Myisha Hines-Allen,Dallas Wings,
Base Cubic,66,Elizabeth Kitley,Las Vegas Aces,
Base Cubic,67,Nyara Sabally,New York Liberty,
Base Cubic,68,Alanna Smith,Minnesota Lynx,
Base Cubic,69,Zia Cooke,Seattle Storm,
Base Cubic,70,Courtney Williams,Minnesota Lynx,
Base Cubic,71,Angel Reese,Chicago Sky,
Base Cubic,72,Natisha Hiedeman,Minnesota Lynx,
Base Cubic,73,Rhyne Howard,Atlanta Dream,
Base Cubic,74,Ariel Atkins,Chicago Sky,
Base Cubic,75,Gabby Williams,Seattle Storm,
Base Cubic,76,Rebecca Allen,Chicago Sky,
Base Cubic,77,Jonquel Jones,New York Liberty,
Base Cubic,78,Celeste Taylor,Phoenix Mercury,
Base Cubic,79,Marine Johannes,New York Liberty,
Base Cubic,80,Erica Wheeler,Seattle Storm,
Base Cubic,81,Nika Muhl,Seattle Storm,
Base Cubic,82,A'ja Wilson,Las Vegas Aces,
Base Cubic,83,Sabrina Ionescu,New York Liberty,
Base Cubic,84,Kalani Brown,Phoenix Mercury,
Base Cubic,85,Lexie Hull,Indiana Fever,
Base Dragon,1,Aliyah Boston,Indiana Fever,
Base Dragon,2,Cameron Brink,Los Angeles Sparks,
Base Dragon,3,Sami Whitcomb,Phoenix Mercury,
Base Dragon,4,Bridget Carleton,Minnesota Lynx,
Base Dragon,5,Haley Jones,Atlanta Dream,
Base Dragon,6,Kia Nurse,Chicago Sky,
Base Dragon,7,Leonie Fiebich,New York Liberty,
Base Dragon,8,Natasha Cloud,New York Liberty,
Base Dragon,9,Sydney Colson,Indiana Fever,
Base Dragon,10,Alyssa Thomas,Phoenix Mercury,
Base Dragon,11,Nneka Ogwumike,Seattle Storm,
Base Dragon,12,Kelsey Plum,Los Angeles Sparks,
Base Dragon,13,Marina Mabrey,Connecticut Sun,
Base Dragon,14,Diana Taurasi,Phoenix Mercury,
Base Dragon,15,Jordan Horston,Seattle Storm,
Base Dragon,16,Aaliyah Edwards,Washington Mystics,
Base Dragon,17,Diamond Miller,Minnesota Lynx,
Base Dragon,18,Jordin Canada,Atlanta Dream,
Base Dragon,19,Kelsey Mitchell,Indiana Fever,
Base Dragon,20,Maddy Siegrist,Dallas Wings,
Base Dragon,21,Veronica Burton,Golden State Valkyries,
Base Dragon,22,Shakira Austin,Washington Mystics,
Base Dragon,23,Jewell Loyd,Las Vegas Aces,
Base Dragon,24,Sophie Cunningham,Indiana Fever,
Base Dragon,25,Napheesa Collier,Minnesota Lynx,
Base Dragon,26,Skylar Diggins,Seattle Storm,
Base Dragon,27,DiJonai Carrington,Dallas Wings,
Base Dragon,28,Kayla McBride,Minnesota Lynx,
Base Dragon,29,Julie Vanloo,Golden State Valkyries,
Base Dragon,30,Stefanie Dolson,Washington Mystics,
Base Dragon,31,Alissa Pili,Minnesota Lynx,
Base Dragon,32,Kamilla Cardoso,Chicago Sky,
Base Dragon,33,Jacy Sheldon,Connecticut Sun,
Base Dragon,34,Courtney Vandersloot,Chicago Sky,
Base Dragon,35,Dorka Juhasz,Minnesota Lynx,
Base Dragon,36,Megan Gustafson,Las Vegas Aces,
Base Dragon,37,Dana Evans,Las Vegas Aces,
Base Dragon,38,Chelsea Gray,Las Vegas Aces,
Base Dragon,39,Arike Ogunbowale,Dallas Wings,
Base Dragon,40,Kayla Thornton,Golden State Valkyries,
Base Dragon,41,Brittney Sykes,Washington Mystics,
Base Dragon,42,Aerial Powers,Atlanta Dream,
Base Dragon,43,Dearica Hamby,Los Angeles Sparks,
Base Dragon,44,DeWanna Bonner,Indiana Fever,
Base Dragon,45,Ezi Magbegor,Seattle Storm,
Base Dragon,46,Monique Billings,Golden State Valkyries,
Base Dragon,47,Caitlin Clark,Indiana Fever,
Base Dragon,48,NaLyssa Smith,Dallas Wings,
Base Dragon,49,Rickea Jackson,Los Angeles Sparks,
Base Dragon,50,Karlie Samuelson,Minnesota Lynx,
Base Dragon,51,Kahleah Copper,Phoenix Mercury,
Base Dragon,52,Tina Charles,Connecticut Sun,
Base Dragon,53,Katie Lou Samuelson,Seattle Storm,
Base Dragon,54,Kate Martin,Golden State Valkyries,
Base Dragon,55,Satou Sabally,Phoenix Mercury,
Base Dragon,56,Allisha Gray,Atlanta Dream,
Base Dragon,57,Teaira McCowan,Dallas Wings,
Base Dragon,58,Temi Fagbenle,Golden State Valkyries,
Base Dragon,59,Betnijah Laney-Hamilton,New York Liberty,
Base Dragon,60,Jackie Young,Las Vegas Aces,
Base Dragon,61,Alysha Clark,Seattle Storm,
Base Dragon,62,Brittney Griner,Atlanta Dream,
Base Dragon,63,Breanna Stewart,New York Liberty,
Base Dragon,64,Brionna Jones,Atlanta Dream,
Base Dragon,65,Myisha Hines-Allen,Dallas Wings,
Base Dragon,66,Elizabeth Kitley,Las Vegas Aces,
Base Dragon,67,Nyara Sabally,New York Liberty,
Base Dragon,68,Alanna Smith,Minnesota Lynx,
Base Dragon,69,Zia Cooke,Seattle Storm,
Base Dragon,70,Courtney Williams,Minnesota Lynx,
Base Dragon,71,Angel Reese,Chicago Sky,
Base Dragon,72,Natisha Hiedeman,Minnesota Lynx,
Base Dragon,73,Rhyne Howard,Atlanta Dream,
Base Dragon,74,Ariel Atkins,Chicago Sky,
Base Dragon,75,Gabby Williams,Seattle Storm,
Base Dragon,76,Rebecca Allen,Chicago Sky,
Base Dragon,77,Jonquel Jones,New York Liberty,
Base Dragon,78,Celeste Taylor,Phoenix Mercury,
Base Dragon,79,Marine Johannes,New York Liberty,
Base Dragon,80,Erica Wheeler,Seattle Storm,
Base Dragon,81,Nika Muhl,Seattle Storm,
Base Dragon,82,A'ja Wilson,Las Vegas Aces,
Base Dragon,83,Sabrina Ionescu,New York Liberty,
Base Dragon,84,Kalani Brown,Phoenix Mercury,
Base Dragon,85,Lexie Hull,Indiana Fever,
Base Gold Shimmer,1,Aliyah Boston,Indiana Fever,10
Base Gold Shimmer,2,Cameron Brink,Los Angeles Sparks,10
Base Gold Shimmer,3,Sami Whitcomb,Phoenix Mercury,10
Base Gold Shimmer,4,Bridget Carleton,Minnesota Lynx,10
Base Gold Shimmer,5,Haley Jones,Atlanta Dream,10
Base Gold Shimmer,6,Kia Nurse,Chicago Sky,10
Base Gold Shimmer,7,Leonie Fiebich,New York Liberty,10
Base Gold Shimmer,8,Natasha Cloud,New York Liberty,10
Base Gold Shimmer,9,Sydney Colson,Indiana Fever,10
Base Gold Shimmer,10,Alyssa Thomas,Phoenix Mercury,10
Base Gold Shimmer,11,Nneka Ogwumike,Seattle Storm,10
Base Gold Shimmer,12,Kelsey Plum,Los Angeles Sparks,10
Base Gold Shimmer,13,Marina Mabrey,Connecticut Sun,10
Base Gold Shimmer,14,Diana Taurasi,Phoenix Mercury,10
Base Gold Shimmer,15,Jordan Horston,Seattle Storm,10
Base Gold Shimmer,16,Aaliyah Edwards,Washington Mystics,10
Base Gold Shimmer,17,Diamond Miller,Minnesota Lynx,10
Base Gold Shimmer,18,Jordin Canada,Atlanta Dream,10
Base Gold Shimmer,19,Kelsey Mitchell,Indiana Fever,10
Base Gold Shimmer,20,Maddy Siegrist,Dallas Wings,10
Base Gold Shimmer,21,Veronica Burton,Golden State Valkyries,10
Base Gold Shimmer,22,Shakira Austin,Washington Mystics,10
Base Gold Shimmer,23,Jewell Loyd,Las Vegas Aces,10
Base Gold Shimmer,24,Sophie Cunningham,Indiana Fever,10
Base Gold Shimmer,25,Napheesa Collier,Minnesota Lynx,10
Base Gold Shimmer,26,Skylar Diggins,Seattle Storm,10
Base Gold Shimmer,27,DiJonai Carrington,Dallas Wings,10
Base Gold Shimmer,28,Kayla McBride,Minnesota Lynx,10
Base Gold Shimmer,29,Julie Vanloo,Golden State Valkyries,10
Base Gold Shimmer,30,Stefanie Dolson,Washington Mystics,10
Base Gold Shimmer,31,Alissa Pili,Minnesota Lynx,10
Base Gold Shimmer,32,Kamilla Cardoso,Chicago Sky,10
Base Gold Shimmer,33,Jacy Sheldon,Connecticut Sun,10
Base Gold Shimmer,34,Courtney Vandersloot,Chicago Sky,10
Base Gold Shimmer,35,Dorka Juhasz,Minnesota Lynx,10
Base Gold Shimmer,36,Megan Gustafson,Las Vegas Aces,10
Base Gold Shimmer,37,Dana Evans,Las Vegas Aces,10
Base Gold Shimmer,38,Chelsea Gray,Las Vegas Aces,10
Base Gold Shimmer,39,Arike Ogunbowale,Dallas Wings,10
Base Gold Shimmer,40,Kayla Thornton,Golden State Valkyries,10
Base Gold Shimmer,41,Brittney Sykes,Washington Mystics,10
Base Gold Shimmer,42,Aerial Powers,Atlanta Dream,10
Base Gold Shimmer,43,Dearica Hamby,Los Angeles Sparks,10
Base Gold Shimmer,44,DeWanna Bonner,Indiana Fever,10
Base Gold Shimmer,45,Ezi Magbegor,Seattle Storm,10
Base Gold Shimmer,46,Monique Billings,Golden State Valkyries,10
Base Gold Shimmer,47,Caitlin Clark,Indiana Fever,10
Base Gold Shimmer,48,NaLyssa Smith,Dallas Wings,10
Base Gold Shimmer,49,Rickea Jackson,Los Angeles Sparks,10
Base Gold Shimmer,50,Karlie Samuelson,Minnesota Lynx,10
Base Gold Shimmer,51,Kahleah Copper,Phoenix Mercury,10
Base Gold Shimmer,52,Tina Charles,Connecticut Sun,10
Base Gold Shimmer,53,Katie Lou Samuelson,Seattle Storm,10
Base Gold Shimmer,54,Kate Martin,Golden State Valkyries,10
Base Gold Shimmer,55,Satou Sabally,Phoenix Mercury,10
Base Gold Shimmer,56,Allisha Gray,Atlanta Dream,10
Base Gold Shimmer,57,Teaira McCowan,Dallas Wings,10
Base Gold Shimmer,58,Temi Fagbenle,Golden State Valkyries,10
Base Gold Shimmer,59,Betnijah Laney-Hamilton,New York Liberty,10
Base Gold Shimmer,60,Jackie Young,Las Vegas Aces,10
Base Gold Shimmer,61,Alysha Clark,Seattle Storm,10
Base Gold Shimmer,62,Brittney Griner,Atlanta Dream,10
Base Gold Shimmer,63,Breanna Stewart,New York Liberty,10
Base Gold Shimmer,64,Brionna Jones,Atlanta Dream,10
Base Gold Shimmer,65,Myisha Hines-Allen,Dallas Wings,10
Base Gold Shimmer,66,Elizabeth Kitley,Las Vegas Aces,10
Base Gold Shimmer,67,Nyara Sabally,New York Liberty,10
Base Gold Shimmer,68,Alanna Smith,Minnesota Lynx,10
Base Gold Shimmer,69,Zia Cooke,Seattle Storm,10
Base Gold Shimmer,70,Courtney Williams,Minnesota Lynx,10
Base Gold Shimmer,71,Angel Reese,Chicago Sky,10
Base Gold Shimmer,72,Natisha Hiedeman,Minnesota Lynx,10
Base Gold Shimmer,73,Rhyne Howard,Atlanta Dream,10
Base Gold Shimmer,74,Ariel Atkins,Chicago Sky,10
Base Gold Shimmer,75,Gabby Williams,Seattle Storm,10
Base Gold Shimmer,76,Rebecca Allen,Chicago Sky,10
Base Gold Shimmer,77,Jonquel Jones,New York Liberty,10
Base Gold Shimmer,78,Celeste Taylor,Phoenix Mercury,10
Base Gold Shimmer,79,Marine Johannes,New York Liberty,10
